Titel;Duration;Band;Album;Genre;Year;Comment
Delivering The Goods;04:17;Judas Priest;Metal Works '73-'93 - Best of;Heavy Metal;1993;Mr. Metal
Electric Eye;03:40;Judas Priest;Metal Works '73-'93 - Best of;Heavy Metal;1993;Mr. Metal +
Exciter;05:33;Judas Priest;Metal Works '73-'93 - Best of;Heavy Metal;1993;Mr. Metal
Hell Bent For Leather;02:41;Judas Priest;Metal Works '73-'93 - Best of;Heavy Metal;1993;Mr. Metal
Living After Midnight;03:32;Judas Priest;Metal Works '73-'93 - Best of;Heavy Metal;1993;Mr. Metal +
Night Crawler;05:46;Judas Priest;Metal Works '73-'93 - Best of;Heavy Metal;1993;Mr. Metal +
Painkiller;06:05;Judas Priest;Metal Works '73-'93 - Best of;Heavy Metal;1993;Mr. Metal
A Touch Of Evil;05:44;Judas Priest;Metal Works '73-'93 - Best of;Heavy Metal;1993;Mr. Metal
Leather Rebel;03:35;Judas Priest;Painkiller;Heavy Metal;1990;Mr. Metal +
Leather Rebel (Live);03:40;Judas Priest;Painkiller;Heavy Metal;1990;Mr. Metal
Painkiller;06:05;Judas Priest;Painkiller;Heavy Metal;1990;Mr. Metal +
Breaking the Law;02:34;Judas Priest;Unleash the Fury;Heavy Metal;2015;Mr. Metal
Free Your Hate;04:59;K.M.F.D.M.;Bruetal Legend;Soundtrack;2010;Mr. Metal +
Rip The System;03:34;K.m.f.d.m.;Bruetal Legend;Soundtrack;2010;Mr. Metal
Dust in the Wind;03:26;Kansas;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal +
Das Schlimmste Ist Wenn Das Bier Alle Ist;03:12;Kassierer;Aggropunk Vol. 3;Punk Rock;2013;Mr. Metal +
Walking On Sunshine;03:59;Katrina & The Waves;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
My Dear;03:01;Katzenjammer;Rockland;Rock;2015;Mr. Metal +
Mr. Night;03:22;Kenny Loggins;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
Playing with the Boys;03:57;Kenny Loggins;Top Gun;Soundtrack;1986;Mr. Metal +
Sternies;02:58;Keule;Schnauze;Rock;2011;Mr. Metal +
Dancehall;00:52;The King Blues;Punk And Poetry;Punk Rock;2011;Mr. Metal
Does Anybody Care About Us;03:36;The King Blues;Punk And Poetry;Punk Rock;2011;Mr. Metal
Everything Happens For A Reason;03:50;The King Blues;Punk And Poetry;Punk Rock;2011;Mr. Metal +
The Future's Not What It Used To Be;03:56;The King Blues;Punk And Poetry;Punk Rock;2011;Mr. Metal
Headbutt;03:20;The King Blues;Punk And Poetry;Punk Rock;2011;Mr. Metal
Set The World On Fire;02:43;The King Blues;Punk And Poetry;Punk Rock;2011;Mr. Metal +
5 Bottles Of Shampoo;02:02;The King Blues;Punk And Poetry;Punk Rock;2011;Mr. Metal
I Got Love;03:10;The King Blues;Save The World, Get The Girl;Punk Rock;2008;Mr. Metal +
Cremation;04:12;King Diamond;Bruetal Legend;Soundtrack;2010;Mr. Metal
Welcome Home;04:36;King Diamond;Bruetal Legend;Soundtrack;2010;Mr. Metal
Rock And Roll All Nite;02:50;KISS;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal +
Back To Thrill;03:48;Kitty In A Casket;Back To Thrill;Horror Punk;2011;Mr. Metal +
Blutsauger;02:56;Kitty In A Casket;Back To Thrill;Horror Punk;2011;Mr. Metal
Caught In A Dream;03:27;Kitty In A Casket;Back To Thrill;Horror Punk;2011;Mr. Metal
Dont Get Me Wrong;03:22;Kitty In A Casket;Back To Thrill;Horror Punk;2011;Mr. Metal
Headshot;03:47;Kitty In A Casket;Back To Thrill;Horror Punk;2011;Mr. Metal
Midnight Thrill-Ride;03:02;Kitty In A Casket;Back To Thrill;Horror Punk;2011;Mr. Metal
Monster Highschool Party;02:46;Kitty In A Casket;Back To Thrill;Horror Punk;2011;Mr. Metal
Never Wanted;03:27;Kitty In A Casket;Back To Thrill;Horror Punk;2011;Mr. Metal
Prom Song;03:26;Kitty In A Casket;Back To Thrill;Horror Punk;2011;Mr. Metal
Run Run;03:24;Kitty In A Casket;Back To Thrill;Horror Punk;2011;Mr. Metal +
Shake Your Bones;03:45;Kitty In A Casket;Back To Thrill;Horror Punk;2011;Mr. Metal
Trash Talkers;04:01;Kitty In A Casket;Back To Thrill;Horror Punk;2011;Mr. Metal
You Will Remember;03:25;Kitty In A Casket;Back To Thrill;Horror Punk;2011;Mr. Metal
Schoen;04:15;Knallfrosh Elektro featuring Lulu;Schoen;YouTube;2014;Mr. Metal +
Bring Us Pints Of Beer;02:48;Korpiklaani;Karkelo;Folk Metal;2009;Mr. Metal +
Huppiaan Aarre;05:13;Korpiklaani;Karkelo;Folk Metal;2009;Mr. Metal
Isku Pitkaestae Ilosta;04:10;Korpiklaani;Karkelo;Folk Metal;2009;Mr. Metal
Juodaan Viinaa;03:15;Korpiklaani;Karkelo;Folk Metal;2009;Mr. Metal +
Kunnia;03:24;Korpiklaani;Manala;Folk Metal;2012;Mr. Metal +
Iron Fist;02:52;Korpiklaani;Ukon Wacka;Folk Metal;2011;Mr. Metal
Koivu Ja Tahti;04:18;Korpiklaani;Ukon Wacka;Folk Metal;2011;Mr. Metal
Tequila;02:42;Korpiklaani;Ukon Wacka;Folk Metal;2011;Mr. Metal +
Cottages And Saunas;03:16;Korpiklaani;Voice Of Wilderness;Folk Metal;2005;Mr. Metal
Fields In Flames;03:52;Korpiklaani;Voice Of Wilderness;Folk Metal;2005;Mr. Metal
Pine Woods;04:26;Korpiklaani;Voice Of Wilderness;Folk Metal;2005;Mr. Metal +
Alte Maenner Rosten Nich;02:04;Kotzreiz;Du machst die Stadt Kaputt!;Punk Rock;2010;Mr. Metal
Bauarbeiter Stuerb;02:16;Kotzreiz;Du machst die Stadt Kaputt!;Punk Rock;2010;Mr. Metal +
Berlin;02:35;Kotzreiz;Du machst die Stadt Kaputt!;Punk Rock;2010;Mr. Metal +
Blutpopel;00:08;Kotzreiz;Du machst die Stadt Kaputt!;Punk Rock;2010;Mr. Metal
Candlelight Doener;02:28;Kotzreiz;Du machst die Stadt Kaputt!;Punk Rock;2010;Mr. Metal +
Emosau;01:15;Kotzreiz;Du machst die Stadt Kaputt!;Punk Rock;2010;Mr. Metal +
Fernseh An;03:00;Kotzreiz;Du machst die Stadt Kaputt!;Punk Rock;2010;Mr. Metal +
Fussballl;03:12;Kotzreiz;Du machst die Stadt Kaputt!;Punk Rock;2010;Mr. Metal
Hab Karies;01:12;Kotzreiz;Du machst die Stadt Kaputt!;Punk Rock;2010;Mr. Metal
Knueppelvoll;01:46;Kotzreiz;Du machst die Stadt Kaputt!;Punk Rock;2010;Mr. Metal +
Kotzreiz;02:07;Kotzreiz;Du machst die Stadt Kaputt!;Punk Rock;2010;Mr. Metal +
Leinen Los;03:10;Kotzreiz;Du machst die Stadt Kaputt!;Punk Rock;2010;Mr. Metal +
Punk bleibt Punk;03:21;Kotzreiz;Du machst die Stadt kaputt!;Punk Rock;2010;Mr. Metal +
Saufen;02:08;Kotzreiz;Du machst die Stadt Kaputt!;Punk Rock;2010;Mr. Metal +
3 Hunde 65 Tage;03:11;Kotzreiz;Du machst die Stadt Kaputt!;Punk Rock;2010;Mr. Metal +
Der Kluegere Kippt Nach;03:08;Kotzreiz;Punk Bleibt Punk;Punk Rock;2012;Mr. Metal +
Die Crew;01:54;Kotzreiz;Punk Bleibt Punk;Punk Rock;2012;Mr. Metal
Fahrschein;01:32;Kotzreiz;Punk Bleibt Punk;Punk Rock;2012;Mr. Metal +
Fressenbuch;02:44;Kotzreiz;Punk Bleibt Punk;Punk Rock;2012;Mr. Metal
Montag = Scheisstag;00:59;Kotzreiz;Punk Bleibt Punk;Punk Rock;2012;Mr. Metal +
Pfandflaschenmessi;02:24;Kotzreiz;Punk Bleibt Punk;Punk Rock;2012;Mr. Metal +
Pfeffi Graf;03:23;Kotzreiz;Punk Bleibt Punk;Punk Rock;2012;Mr. Metal
Punk Bleibt Punk;03:21;Kotzreiz;Punk Bleibt Punk;Punk Rock;2012;Mr. Metal
Punkerpolizei;00:46;Kotzreiz;Punk Bleibt Punk;Punk Rock;2012;Mr. Metal +
Raus!;02:49;Kotzreiz;Punk Bleibt Punk;Punk Rock;2012;Mr. Metal +
Totale Vergiftung;02:30;Kotzreiz;Punk Bleibt Punk;Punk Rock;2012;Mr. Metal
Traenen;03:12;Kotzreiz;Punk Bleibt Punk;Punk Rock;2012;Mr. Metal
Bier;01:19;Kotzreiz;Scheisse Bleibt Scheisse;Punk Rock;2012;Mr. Metal
Nutzlos;00:59;Kotzreiz;Scheisse Bleibt Scheisse;Punk Rock;2012;Mr. Metal +
Der letzte Tag;03:48;KrawallBrueder;Die Faeuste Hoch;Oi!;2002;Mr. Metal
Bis in alle Ewigkeit;04:53;KrawallBrueder;T.M.G;Oi!;2006;Mr. Metal
Halb Mensch Halb Tier;04:32;KrawallBrueder;T.M.G;Oi!;2006;Mr. Metal +
Bonus Track;05:56;Kreator;Violent Revolution;Thrash Metal;2001;Mr. Metal
Violent Revolution;04:54;Kreator;Violent Revolution;Thrash Metal;2001;Mr. Metal +
Against You;03:51;Lacuna Coil;Dark Adrenaline;Alternative Metal;2012;Mr. Metal
End Of Time;03:53;Lacuna Coil;Dark Adrenaline;Alternative Metal;2012;Mr. Metal
Dein Lied;03:54;Laith Al-Deen;Top 100;Charts;2002;Mr. Metal +
Face Our Time;03:45;Lashdown;A New Page;Hardcore;2013;Mr. Metal
Failing Days;04:15;Lashdown;A New Page;Hardcore;2013;Mr. Metal
Interlude;01:21;Lashdown;A New Page;Hardcore;2013;Mr. Metal
Island of Hope;03:39;Lashdown;A New Page;Hardcore;2013;Mr. Metal
A New Page;07:19;Lashdown;A New Page;Hardcore;2013;Mr. Metal
Still Here;02:22;Lashdown;A New Page;Hardcore;2013;Mr. Metal
Feast of the Year;00:38;Leaves' Eyes;King of Kings;Symphonic Metal;2015;Mr. Metal
Halvdan the Black;04:22;Leaves' Eyes;King of Kings;Symphonic Metal;2015;Mr. Metal +
Haraldskvaeði;03:25;Leaves' Eyes;King of Kings;Symphonic Metal;2015;Mr. Metal
King of Kings;04:48;Leaves' Eyes;King of Kings;Symphonic Metal;2015;Mr. Metal +
Sacred Vow;04:21;Leaves' Eyes;King of Kings;Symphonic Metal;2015;Mr. Metal +
Sweven;02:03;Leaves' Eyes;King of Kings;Symphonic Metal;2015;Mr. Metal
Swords in Rock;03:02;Leaves' Eyes;King of Kings;Symphonic Metal;2015;Mr. Metal +
Stairway To Heaven;07:59;Led Zeppelin;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
Perfekte Welt;02:12;Leftside;Aggropunk Vol. 2;Punk Rock;2011;Mr. Metal +
Around the World (la la la la);03:23;Legio Mortis;Theatre Of Morbid Visions;Black Metal;2009;Mr. Metal +
Numb;03:07;Linkin Park;Top 100;Charts;2003;Mr. Metal +
Alles Was Er Will;02:44;Loikaemie;III;Oi!;2002;Mr. Metal
Beschissenes Kleines Leben;02:50;Loikaemie;III;Oi!;2002;Mr. Metal
Corruption;03:33;Loikaemie;III;Oi!;2002;Mr. Metal
Do You Love Me;01:34;Loikaemie;III;Oi!;2002;Mr. Metal +
Good Night White Pride;02:20;Loikaemie;III;Oi!;2002;Mr. Metal +
Good Old Rich Kid Bashing Day;03:40;Loikaemie;III;Oi!;2002;Mr. Metal +
Ihr Tut Mir Leid;02:46;Loikaemie;III;Oi!;2002;Mr. Metal +
Intro;01:30;Loikaemie;III;Oi!;2002;Mr. Metal
Opa's Geheimnis;03:02;Loikaemie;III;Oi!;2002;Mr. Metal
Rock 'n' Roller Johnny;02:35;Loikaemie;III;Oi!;2002;Mr. Metal
Talkshow;03:13;Loikaemie;III;Oi!;2002;Mr. Metal
Uns're Freunde;03:43;Loikaemie;III;Oi!;2002;Mr. Metal +
Andere Wege (Wir Sind Anders);02:43;Loikaemie;Loikaemie;Oi!;1995;Mr. Metal
Join The Underground;02:31;Loikaemie;Loikaemie;Oi!;1995;Mr. Metal +
Incredibad;02:55;The Lonely Island;Incredibad;Hip Hop;2009;Mr. Metal
Jizz in My Pants;02:32;The Lonely Island;Incredibad;Hip Hop;2009;Mr. Metal
Like a Boss;01:47;The Lonely Island;Incredibad;Hip Hop;2009;Mr. Metal +
Normal Guy (interlude);01:04;The Lonely Island;Incredibad;Hip Hop;2009;Mr. Metal
Natalie's Rap;02:27;The Lonely Island feat. Natalie Portman & Chris Parnell;Incredibad;Hip Hop;2009;Mr. Metal +
Dick in a Box;02:41;The Lonely Island feat. Justin Timberlake;Incredibad;Hip Hop;2009;Mr. Metal
Biomechanic Man;03:22;Lordi;Get Heavy;Heavy Metal;2003;Mr. Metal
13;01:07;Lordi;Get Heavy;Heavy Metal;2003;Mr. Metal
Ficki Fick 10 Euro;02:10;Lulu und die Einhornfarm;YouTube;Punk Rock;2014;Mr. Metal +
Ich Bin So Verliebt;01:34;Lulu und die Einhornfarm;YouTube;Punk Rock;2014;Mr. Metal +
Lulus Einhornfarm;01:45;Lulu und die Einhornfarm;YouTube;Punk Rock;2014;Mr. Metal +
Sex, Love, Blood 'n' Death;02:45;Mad Sin;Burn And Rise;Psychobilly;2010;Mr. Metal +
Under the Hammer;05:16;Madrost;New Wave Of Thrash Metal;Thrash Metal;2015;Mr. Metal +
The Age Of Aggression;02:14;Malukah;Youtube;Folk Rock;2011;Mr. Metal +
The Dragonborn Comes;02:01;Malukah;Youtube;Folk Rock;2011;Mr. Metal +
Arise;02:26;Månegarm;Legions of the North;Pagan Metal;2013;Mr. Metal
Echoes From the Past;06:41;Månegarm;Legions of the North;Pagan Metal;2013;Mr. Metal
Eternity Awaits;05:16;Månegarm;Legions of the North;Pagan Metal;2013;Mr. Metal +
Fallen;05:21;Månegarm;Legions of the North;Pagan Metal;2013;Mr. Metal
Forged in Fire;06:14;Månegarm;Legions of the North;Pagan Metal;2013;Mr. Metal +
Helvegr;00:16;Månegarm;Legions of the North;Pagan Metal;2013;Mr. Metal
Hordes of Hel;05:07;Månegarm;Legions of the North;Pagan Metal;2013;Mr. Metal +
Legions Of The North;04:44;Månegarm;Legions of the North;Pagan Metal;2013;Mr. Metal
Månegarm;04:25;Månegarm;Legions of the North;Pagan Metal;2013;Mr. Metal
Raadh;03:17;Månegarm;Legions of the North;Pagan Metal;2013;Mr. Metal
Sons of War;05:36;Månegarm;Legions of the North;Pagan Metal;2013;Mr. Metal +
Tor hjaelpe;05:15;Månegarm;Legions of the North;Pagan Metal;2013;Mr. Metal
Vigverk;00:37;Månegarm;Legions of the North;Pagan Metal;2013;Mr. Metal
Wake the Gods;03:46;Månegarm;Legions of the North;Pagan Metal;2013;Mr. Metal
Bergagasten;05:10;Månegarm;Nattvaesen;Pagan Metal;2009;Mr. Metal
Delling;04:38;Månegarm;Nattvaesen;Pagan Metal;2009;Mr. Metal +
Draugen;04:17;Månegarm;Nattvaesen;Pagan Metal;2009;Mr. Metal
Hraesvelg;01:49;Månegarm;Nattvaesen;Pagan Metal;2009;Mr. Metal
I Den Svartaste Jord;07:17;Månegarm;Nattvaesen;Pagan Metal;2009;Mr. Metal
Mina Faders Hall;05:13;Månegarm;Nattvaesen;Pagan Metal;2009;Mr. Metal
Nattsjal, Dromsjal;05:54;Månegarm;Nattvaesen;Pagan Metal;2009;Mr. Metal +
Nattvaesen;05:51;Månegarm;Nattvaesen;Pagan Metal;2009;Mr. Metal +
Vetrarmegin;05:00;Månegarm;Nattvaesen;Pagan Metal;2009;Mr. Metal
Blood Of The Kings;07:30;Manowar;Anthology;True Metal;1997;Mr. Metal +
Manowar;03:40;Manowar;Anthology;True Metal;1997;Mr. Metal
Wheels Of Fire;04:11;Manowar;Anthology;True Metal;1997;Mr. Metal +
Die For Metal;05:17;Manowar;Bruetal Legend;Soundtrack;2010;Mr. Metal
Black Wind, Fire And Steel;05:15;Manowar;Fighting The World;True Metal;1987;Mr. Metal +
Carry On;04:19;Manowar;Fighting The World;True Metal;1987;Mr. Metal +
Blood Brothers;04:54;Manowar;Gods Of War;True Metal;2007;Mr. Metal +
Die For Metal;05:17;Manowar;Gods Of War;True Metal;2007;Mr. Metal +
Gods Of War;07:26;Manowar;Gods Of War;True Metal;2007;Mr. Metal +
Hymn Of The Immortal Warriors;05:29;Manowar;Gods Of War;True Metal;2007;Mr. Metal +
King Of Kings;04:18;Manowar;Gods Of War;True Metal;2007;Mr. Metal +
Sleipnir;05:14;Manowar;Gods Of War;True Metal;2007;Mr. Metal +
Manowar;03:37;Manowar;The Kingdom Of Steel;True Metal;1998;Mr. Metal +
Fighting The World;03:51;Manowar;Unleash the Fury;Heavy Metal;2015;Mr. Metal +
Fight For Freedom;04:27;Manowar;Warriors Of The World;True Metal;2002;Mr. Metal +
Hand Of Doom;05:41;Manowar;Warriors Of The World;True Metal;2002;Mr. Metal +
Warriors Of The World United;05:56;Manowar;Warriors Of The World;True Metal;2002;Mr. Metal +
Child Of The Elder Blood;01:16;Marcin Przybylowicz;The Witcher 3 - Wild Hunt;Soundtrack;2015;Mr. Metal
Conjunction Of The Spheres;01:43;Marcin Przybylowicz;The Witcher 3 - Wild Hunt;Soundtrack;2015;Mr. Metal
Emhyr Var Emreis;02:30;Marcin Przybylowicz;The Witcher 3 - Wild Hunt;Soundtrack;2015;Mr. Metal
Eredin, King Of The Hunt;02:28;Marcin Przybylowicz;The Witcher 3 - Wild Hunt;Soundtrack;2015;Mr. Metal
Family Matters;01:47;Marcin Przybylowicz;The Witcher 3 - Wild Hunt;Soundtrack;2015;Mr. Metal
Farewell, Old Friend;02:53;Marcin Przybylowicz;The Witcher 3 - Wild Hunt;Soundtrack;2015;Mr. Metal
Geralt Of Rivia;02:23;Marcin Przybylowicz;The Witcher 3 - Wild Hunt;Soundtrack;2015;Mr. Metal
Go For It;01:08;Marcin Przybylowicz;The Witcher 3 - Wild Hunt;Soundtrack;2015;Mr. Metal
Hjalmar's Axe;00:56;Marcin Przybylowicz;The Witcher 3 - Wild Hunt;Soundtrack;2015;Mr. Metal
I Name Thee Dea And Embrace Thee As My Daughter;01:21;Marcin Przybylowicz;The Witcher 3 - Wild Hunt;Soundtrack;2015;Mr. Metal
Beautiful People;03:42;Marilyn Manson;Bruetal Legend;Soundtrack;2010;Mr. Metal +
The Beautiful People;03:43;Marilyn Manson;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
Ain't No Mountain High Enough;02:27;Marvin Gaye;Motown Essentials;Soul;2009;Mr. Metal +
Crack The Skye;05:54;Mastodon;Bruetal Legend;Soundtrack;2010;Mr. Metal
Oblivion;05:48;Mastodon;Bruetal Legend;Soundtrack;2010;Mr. Metal
Push;03:59;Matchbox Twenty;The Matchbox Twenty Collection;Rock;2013;Mr. Metal +
Healed ;02:59;Matt Ryd;Scrubs 8;Soundtrack;2009;Mr. Metal +
All Revved Up with No Place to Go;04:19;Meat Loaf;Bat Out Of Hell;Rock;1977;Mr. Metal
Bat Out of Hell;09:51;Meat Loaf;Bat Out Of Hell;Rock;1977;Mr. Metal +
Bat Out of Hell - Live;11:11;Meat Loaf;Bat Out Of Hell;Rock;1977;Mr. Metal
For Crying Out Loud;08:46;Meat Loaf;Bat Out Of Hell;Rock;1977;Mr. Metal
Great Boleros of Fire - Live Intro;03:55;Meat Loaf;Bat Out Of Hell;Rock;1977;Mr. Metal
Heaven Can Wait;04:41;Meat Loaf;Bat Out Of Hell;Rock;1977;Mr. Metal
Paradise By the Dashboard Light;08:28;Meat Loaf;Bat Out Of Hell;Rock;1977;Mr. Metal
Two Out of Three Ain't Bad;05:25;Meat Loaf;Bat Out Of Hell;Rock;1977;Mr. Metal
You Took the Words Right Out of My Mouth (Hot Summer Night);05:04;Meat Loaf;Bat Out Of Hell;Rock;1977;Mr. Metal
All Revved Up - 2006 Digital Remaster;07:55;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Back Into Hell;02:46;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Bat Out Of Hell - 2006 Digital Remaster;11:14;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Everything Louder Than Everything Else;07:59;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal +
Everything Louder Than Everything Else - Live;09:44;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
For Crying Out Loud - 2006 Digital Remaster;09:52;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Good Girls Go To Heaven (Bad Girls Go Everywhere);06:54;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Heaven Can Wait - 2006 Digital Remaster;04:48;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
I'd Do Anything For Love (But I Won't Do That);12:02;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
I'd Do Anything For Love (But I Won't Do That) - 2006 Digital Remaster;12:45;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
It Just Won't Quit;07:21;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Life Is A Lemon And I Want My Money Back;08:00;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Life Is A Lemon And I Want My Money Back - Live;08:02;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Lost Boys And Golden Girls;04:30;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Objects in the Rear View Mirror May Appear Closer Than They Are;10:16;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Objects In The Rear View Mirror May Appear Closer Than They Are - Edit;05:56;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Out Of The Frying Pan (And Into The Fire);07:25;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Out Of The Frying Pan (And Into The Fire) - Live;08:43;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Paradise By The Dashboard Light - 2006 Digital Remaster;11:28;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Rock And Roll Dreams Come Through;05:52;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Rock And Roll Dreams Come Through - Live;08:27;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
"Two Out Of Three Ain't Bad - Live;2006 Digital Remaster";07:39;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Wasted Youth;02:40;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
You Took The Words Right Out Of My Mouth - 2006 Digital Remaster;06:36;Meat Loaf;Bat Out Of Hell II - Back Into Hell;Rock;1993;Mr. Metal
Bat Out Of Hell;09:49;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal
Dead Ringer For Love;04:21;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal
Heaven Can Wait;04:49;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal
Home By Now & No Matter What;08:26;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal
I'd Do Anything For Love (But I Won't Do That);11:58;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal +
I'd Lie For You (And That's The Truth);06:27;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal +
Is Nothing Sacred;06:37;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal
A Kiss Is A Terrible Thing To Waste;07:36;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal
Life Is A Lemon And I Want My Money Back;08:07;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal
Midnight At The Lost And Found;03:31;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal
Modern Girl;04:28;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal +
Nocturnal Pleasure;00:38;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal
Not A Dry Eye In The House;05:55;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal
Objects In The Rear View Mirror Appear Closer Than They Are;09:45;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal
Paradise By The Dashboard Light;08:26;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal
Rock And Roll Dreams Come Through;05:51;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal
Two Out Of Three Ain't Bad;05:23;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal +
You Took The Words Right Out Of My Mouth;05:04;Meat Loaf;The Very Best of Meat Loaf;Rock;2000;Mr. Metal +
High Speed Dirt;04:12;Megadeath;Bruetal Legend;Soundtrack;2010;Mr. Metal
Tornado Of Souls;05:19;Megadeath;Bruetal Legend;Soundtrack;2010;Mr. Metal
Angry Again;03:48;Megadeth;Unleash the Fury;Heavy Metal;2015;Mr. Metal
05. Mrz;04:18;Megaherz;Herzwerk II;Neue Deutsche Haerte;2002;Mr. Metal +
Down Under;03:45;Men at Work;Definitive Collection;Rock;2000;Mr. Metal +
Metal Church;05:00;Metal Church;Bruetal Legend;Soundtrack;2010;Mr. Metal
Dyers Eve;05:15;Metallica;…And Justice For All;Thrash Metal;1988;Mr. Metal +
One;07:25;Metallica;…And Justice For All;Thrash Metal;1988;Mr. Metal +
Die, Die My Darling;02:29;Metallica;Garage Inc.;Thrash Metal;1998;Mr. Metal +
Nothing Else Matters;06:29;Metallica;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal +
Master Of Puppets;08:37;Metallica;Unleash the Fury;Heavy Metal;2015;Mr. Metal +
Group Assault Attack;04:19;Michael Schenker;Bruetal Legend;Soundtrack;2010;Mr. Metal
Beds Are Burning;04:16;Midnight Oil;Diesel And Dust;Rock;1987;Mr. Metal +
Brother;03:16;Mighty Oaks;Howl;Folk;2014;Mr. Metal +
Schnauzbart;01:27;A Million Ways To Die In The West;A Million Ways To Die In The West;YouTube;2014;Mr. Metal +
Aus Blut Gemacht;04:15;Minas Morgul;Aus Blut Gemacht;Black Metal;2008;Mr. Metal
Bringer Des Sturmes;05:20;Minas Morgul;Aus Blut Gemacht;Black Metal;2008;Mr. Metal
Das Feuer Im Inneren;04:42;Minas Morgul;Aus Blut Gemacht;Black Metal;2008;Mr. Metal
Der Sonne Entgegen;04:48;Minas Morgul;Aus Blut Gemacht;Black Metal;2008;Mr. Metal +
Eisenfaust;02:49;Minas Morgul;Aus Blut Gemacht;Black Metal;2008;Mr. Metal
Erinnerung;04:22;Minas Morgul;Aus Blut Gemacht;Black Metal;2008;Mr. Metal
Meer Aus Blut Und Stahl;05:42;Minas Morgul;Aus Blut Gemacht;Black Metal;2008;Mr. Metal
Mutter Erde;03:28;Minas Morgul;Aus Blut Gemacht;Black Metal;2008;Mr. Metal
Prolog;02:33;Minas Morgul;Aus Blut Gemacht;Black Metal;2008;Mr. Metal
Rasse Mensch;05:29;Minas Morgul;Aus Blut Gemacht;Black Metal;2008;Mr. Metal +
Schatten Des Krieges;04:37;Minas Morgul;Aus Blut Gemacht;Black Metal;2008;Mr. Metal
AK-47 - Kalaschnikow-Standgericht;04:47;Minas Morgul;Todesschwadron Ost;Black Metal;2006;Mr. Metal +
Der Herr Der Erde;06:11;Minas Morgul;Todesschwadron Ost;Black Metal;2006;Mr. Metal
