Titel;Duration;Band;Album;Genre;Year;Comment
Die Stunde Des Wolfes;02:02;Minas Morgul;Todesschwadron Ost;Black Metal;2006;Mr. Metal +
Ein Meyster Des Blutes;05:29;Minas Morgul;Todesschwadron Ost;Black Metal;2006;Mr. Metal +
Ein Schatten;05:40;Minas Morgul;Todesschwadron Ost;Black Metal;2006;Mr. Metal
Har-Har-Karaz;06:50;Minas Morgul;Todesschwadron Ost;Black Metal;2006;Mr. Metal
Noir;06:48;Minas Morgul;Todesschwadron Ost;Black Metal;2006;Mr. Metal
Stahlpakt 54°;04:54;Minas Morgul;Todesschwadron Ost;Black Metal;2006;Mr. Metal
Tag - Monolithen des Todes;06:24;Minas Morgul;Todesschwadron Ost;Black Metal;2006;Mr. Metal +
Todesschwadron Ost;05:59;Minas Morgul;Todesschwadron Ost;Black Metal;2006;Mr. Metal +
Wie's Uns Gefaellt...;05:15;Minas Morgul;Todesschwadron Ost;Black Metal;2006;Mr. Metal +
Wulf;05:23;Minas Morgul;Todesschwadron Ost;Black Metal;2006;Mr. Metal +
Stigmata;09:44;Ministry;Bruetal Legend;Soundtrack;2010;Mr. Metal
Thieves;05:02;Ministry;Bruetal Legend;Soundtrack;2010;Mr. Metal
So Frail;05:21;Mirrorthrone;Bruetal Legend;Soundtrack;2010;Mr. Metal
Dig Up Her Bones;03:01;Misfits;Dig Up Her Bones;Horror Punk;1997;Mr. Metal +
Tulkaapa aeijaet!;03:15;Moonsorrow;Suden Uni;Pagan Metal;2003;Mr. Metal +
Kickstart My Heart;04:55;Moetley Cruee;Bruetal Legend;Soundtrack;2010;Mr. Metal +
Live Wire;03:17;Moetley Cruee;Bruetal Legend;Soundtrack;2010;Mr. Metal +
Dr. Feelgood;04:52;Moetley Cruee;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal +
Shout At The Devil;03:16;Moetley Cruee;Unleash the Fury;Heavy Metal;2015;Mr. Metal
Ace Of Spades;02:50;Motoerhead;Ace Of Spades;Heavy Metal;1980;Mr. Metal +
Back At The Funny Farm;04:14;Motoerhead;Bruetal Legend;Soundtrack;2010;Mr. Metal
In The Black;04:32;Motoerhead;Bruetal Legend;Soundtrack;2010;Mr. Metal
Marching Off To War;04:12;Motoerhead;Bruetal Legend;Soundtrack;2010;Mr. Metal
In The Black;04:32;Motoerhead;Inferno;Heavy Metal;2004;Mr. Metal +
Heartbreaker;03:05;Motoerhead;Unleash the Fury;Heavy Metal;2015;Mr. Metal
Blau wie das Meer;03:49;Mr. Hurley & Die Pulveraffen;Plankrock;Folk Rock;2014;Mr. Metal +
Ach ja!?;03:43;Mr. Hurley & Die Pulveraffen;Voodoo;Folk Rock;2015;Mr. Metal +
Alll!;04:34;Mr. Hurley & Die Pulveraffen;Voodoo;Folk Rock;2015;Mr. Metal
Blakes Fluch I;02:35;Mr. Hurley & Die Pulveraffen;Voodoo;Folk Rock;2015;Mr. Metal
Blakes Fluch II;02:50;Mr. Hurley & Die Pulveraffen;Voodoo;Folk Rock;2015;Mr. Metal
Blakes Fluch III;02:07;Mr. Hurley & Die Pulveraffen;Voodoo;Folk Rock;2015;Mr. Metal
Blakes Fluch IV;02:49;Mr. Hurley & Die Pulveraffen;Voodoo;Folk Rock;2015;Mr. Metal
Booty Island;03:56;Mr. Hurley & Die Pulveraffen;Voodoo;Folk Rock;2015;Mr. Metal +
Etwas vom Faden;04:50;Mr. Hurley & Die Pulveraffen;Voodoo;Folk Rock;2015;Mr. Metal
Fette Beute;04:09;Mr. Hurley & Die Pulveraffen;Voodoo;Folk Rock;2015;Mr. Metal
Leinen los!;02:19;Mr. Hurley & Die Pulveraffen;Voodoo;Folk Rock;2015;Mr. Metal
Another Mans Country;03:21;Mr. Irish Bastard;A Fistful Of Dirt;Folk Punk;2010;Mr. Metal
Bite The Dust;03:50;Mr. Irish Bastard;A Fistful Of Dirt;Folk Punk;2010;Mr. Metal
Don't Judge Me;03:29;Mr. Irish Bastard;A Fistful Of Dirt;Folk Punk;2010;Mr. Metal
End Of The World;04:17;Mr. Irish Bastard;A Fistful Of Dirt;Folk Punk;2010;Mr. Metal +
Ute!;02:56;Muff Daddy;YouTube;YouTube;2011;Mr. Metal +
After The Storm;04:09;Mumford & Sons;Sigh No More;Folk Rock;2009;Mr. Metal
Little Lion Man;04:06;Mumford & Sons;Sigh No More;Folk Rock;2009;Mr. Metal +
Ohne Dich (schlaf' ich heut Nacht nicht ein);04:05;Muenchener Freiheit;Das Beste;Pop;2001;Mr. Metal +
Heart Of Gold;03:07;Neil Young;Harvest;Rock;1972;Mr. Metal +
Kansas City;04:03;The New Basement Tapes;Lost On The River Deluxe;Rock;2014;Mr. Metal +
Huren Bumsen Nie Mehr Schuften;03:04;New Kids;YouTube;Other;2011;Mr. Metal +
Theme Song;02:26;New Kids;YouTube;Other;2007;Mr. Metal +
Turbo;03:47;New Kids;YouTube;Other;2011;Mr. Metal +
Amaranth;03:53;Nightwish;Dark Passion Play;Symphonic Metal;2011;Mr. Metal +
Bye Bye Beautiful;04:17;Nightwish;Dark Passion Play;Symphonic Metal;2011;Mr. Metal
The Islander;05:08;Nightwish;Dark Passion Play;Symphonic Metal;2011;Mr. Metal +
Last Of The Wilds;05:43;Nightwish;Dark Passion Play;Symphonic Metal;2011;Mr. Metal +
7 Days Of The Wolves;07:06;Nightwish;Dark Passion Play;Symphonic Metal;2011;Mr. Metal
Arabesque;02:57;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Arabesque (Akustik);02:58;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
The Crow, The Owl And The Dove;04:10;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal +
The Crow, The Owl And The Dove (Akustik);04:10;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Ghost River;05:28;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Ghost River (Akustik);05:28;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
I Want My Tears Back;05:08;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal +
I Want My Tears Back (Akustik);05:08;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Imaginaerum;06:18;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Last Ride Of The Day;04:32;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal +
Last Ride Of The Day (Akkustik);04:32;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Rest Calm;07:03;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Rest Calm (Akustik);07:03;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Scaretale;07:32;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Scaretale (Akustik);07:32;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Slow, Love, Slow;05:51;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Slow, Love, Slow (Akustik);05:51;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Song Of Myself;13:38;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Song Of Myself (Akustik);12:38;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Storytime;05:22;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal +
Storytime (Akustik);05:22;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Taikatalvi;02:36;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Taikatalvi (Akustik);02:36;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Turn Loose The Mermaids;04:20;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
Turn Loose The Mermaids (Akustik);04:20;Nightwish;Imaginaerum;Symphonic Metal;2011;Mr. Metal
The Poet And The Pendulum;13:55;Nightwish;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
Beer, Metal, Trolls And Vomit!;03:29;Nordheim;Lost In The North;Folk Metal;2010;Mr. Metal +
Glorious March;05:46;Nordheim;Lost In The North;Folk Metal;2010;Mr. Metal +
Get Drunk or Die Tryin';02:57;Nordheim;Refill;Folk Metal;2013;Mr. Metal +
Redneck Stomp;03:33;Obituary;Frozen In Time;Death Metal;2005;Mr. Metal +
Blut fuer Blut;04:13;Obscurity;Tenkterra;Pagan Metal;2010;Mr. Metal +
Battle Metal;02:57;Obscurity;Varar;Pagan Metal;2009;Mr. Metal +
Blut Und Feuer;06:16;Obscurity;Varar;Pagan Metal;2009;Mr. Metal
Im Herzen Des Eises;03:16;Obscurity;Varar;Pagan Metal;2009;Mr. Metal +
Nach Asgard Wir Reiten;04:07;Obscurity;Varar;Pagan Metal;2009;Mr. Metal +
Nordmaenner;04:38;Obscurity;Varar;Pagan Metal;2009;Mr. Metal +
Schutt Und Asche;03:21;Obscurity;Varar;Pagan Metal;2009;Mr. Metal
Varar;04:26;Obscurity;Varar;Pagan Metal;2009;Mr. Metal
Varusschlacht;04:53;Obscurity;Varar;Pagan Metal;2009;Mr. Metal +
Wer Wind saet;03:37;Obscurity;Varar;Pagan Metal;2009;Mr. Metal
Worringen;03:48;Obscurity;Varar;Pagan Metal;2009;Mr. Metal +
Backyard - Bonus Track;04:18;Of Monsters and Men;Beneath The Skin;Indie Rock;2015;Mr. Metal
Black Water;04:13;Of Monsters and Men;Beneath The Skin;Indie Rock;2015;Mr. Metal
Crystals;04:04;Of Monsters and Men;Beneath The Skin;Indie Rock;2015;Mr. Metal
Empire;04:20;Of Monsters and Men;Beneath The Skin;Indie Rock;2015;Mr. Metal +
Human;03:58;Of Monsters and Men;Beneath The Skin;Indie Rock;2015;Mr. Metal
Hunger;04:50;Of Monsters and Men;Beneath The Skin;Indie Rock;2015;Mr. Metal
I Of The Storm;04:37;Of Monsters and Men;Beneath The Skin;Indie Rock;2015;Mr. Metal
Organs;04:32;Of Monsters and Men;Beneath The Skin;Indie Rock;2015;Mr. Metal
Slow Life;05:43;Of Monsters and Men;Beneath The Skin;Indie Rock;2015;Mr. Metal
Thousand Eyes;04:00;Of Monsters and Men;Beneath The Skin;Indie Rock;2015;Mr. Metal
We Sink;04:23;Of Monsters and Men;Beneath The Skin;Indie Rock;2015;Mr. Metal
Winter Sound - Bonus Track;03:41;Of Monsters and Men;Beneath The Skin;Indie Rock;2015;Mr. Metal
Wolves Without Teeth;03:54;Of Monsters and Men;Beneath The Skin;Indie Rock;2015;Mr. Metal
Dirty Paws;04:39;Of Monsters And Men;My Head Is An Animal;Indie Rock;2012;Mr. Metal +
From Finner;03:43;Of Monsters And Men;My Head Is An Animal;Indie Rock;2012;Mr. Metal
King and Lionheart;04:34;Of Monsters And Men;My Head Is An Animal;Indie Rock;2012;Mr. Metal +
Lakehouse;04:35;Of Monsters And Men;My Head Is An Animal;Indie Rock;2012;Mr. Metal
Little Talks;04:27;Of Monsters And Men;My Head Is An Animal;Indie Rock;2012;Mr. Metal +
Love Love Love;03:59;Of Monsters And Men;My Head Is An Animal;Indie Rock;2012;Mr. Metal
Mountain Sound;03:31;Of Monsters And Men;My Head Is An Animal;Indie Rock;2012;Mr. Metal +
Six Weeks;05:35;Of Monsters And Men;My Head Is An Animal;Indie Rock;2012;Mr. Metal
Sloom;04:44;Of Monsters And Men;My Head Is An Animal;Indie Rock;2012;Mr. Metal
Slow and Steady;05:02;Of Monsters And Men;My Head Is An Animal;Indie Rock;2012;Mr. Metal
Yellow Light;04:54;Of Monsters And Men;My Head Is An Animal;Indie Rock;2012;Mr. Metal
Your Bones;04:09;Of Monsters And Men;My Head Is An Animal;Indie Rock;2012;Mr. Metal
The Kids Aren't Alright;03:00;The Offspring;Americana;Punk Rock;1998;Mr. Metal +
Self Esteem;04:18;The Offspring;Smash;Punk Rock;1994;Mr. Metal +
Rangel Song;01:55;Olli Schulz;Rangel Song;Rock;2013;Mr. Metal +
Das Letzte Steichholz;03:34;Oomph!;Glaube Liebe Tod;Neue Deutsche Haerte;2006;Mr. Metal
Die Schlinge;03:56;Oomph!;Glaube Liebe Tod;Neue Deutsche Haerte;2006;Mr. Metal
Dreh Dich Nicht Um;03:30;Oomph!;Glaube Liebe Tod;Neue Deutsche Haerte;2006;Mr. Metal
Du Willst Es Doch Auch;03:28;Oomph!;Glaube Liebe Tod;Neue Deutsche Haerte;2006;Mr. Metal +
Eine Frau Spricht Im Schlaf;03:58;Oomph!;Glaube Liebe Tod;Neue Deutsche Haerte;2006;Mr. Metal
Gott Ist Ein Popstar;03:55;Oomph!;Glaube Liebe Tod;Neue Deutsche Haerte;2006;Mr. Metal +
Gott Ist Ein Superstar;04:14;Oomph!;Glaube Liebe Tod;Neue Deutsche Haerte;2006;Mr. Metal
Ich Will Deine Seele;03:22;Oomph!;Glaube Liebe Tod;Neue Deutsche Haerte;2006;Mr. Metal
Land Im Sicht;04:08;Oomph!;Glaube Liebe Tod;Neue Deutsche Haerte;2006;Mr. Metal
Labyrinth;04:13;Oomph!;Monster;Neue Deutsche Haerte;2008;Mr. Metal +
Queen Of Desire;07:57;Ostrogoth;Bruetal Legend;Soundtrack;2010;Mr. Metal
My Home Is My Casket;03:52;The Other;The Devils You Know;Horror Punk;2012;Mr. Metal +
Skeletons In The Closet;03:11;The Other;The Devils You Know;Horror Punk;2012;Mr. Metal +
Hier Kommt Die Dunkelheit;03:37;The Other;New Blood;Horror Punk;2010;Mr. Metal +
The Lovesick Mind;05:10;The Other;New Blood;Horror Punk;2010;Mr. Metal +
Hey Ya!;04:31;Outcast;Scrubs 8;Soundtrack;2009;Mr. Metal
World Of Hurt;05:20;Overkill;Bruetal Legend;Soundtrack;2010;Mr. Metal
Crazy Train;04:55;Ozzy Osbourne;Blizzard Of Ozz;Heavy Metal;2002;Mr. Metal +
Mr. Crowley;04:57;Ozzy Osbourne;Blizzard Of Ozz;Heavy Metal;2002;Mr. Metal +
Believer;05:17;Ozzy Osbourne;Bruetal Legend;Soundtrack;2010;Mr. Metal
Diary Of A Madman;06:18;Ozzy Osbourne;Bruetal Legend;Soundtrack;2010;Mr. Metal
Mr. Crowley;04:57;Ozzy Osbourne;Bruetal Legend;Soundtrack;2010;Mr. Metal
By Demons Be Driven;04:40;Pantera;Vulgar Display Of Power;Thrash Metal;1992;Mr. Metal
By Demons Be Driven (Biomechanical Mix);04:16;Pantera;Vulgar Display Of Power;Thrash Metal;1992;Mr. Metal
Fucking Hostile;02:48;Pantera;Vulgar Display Of Power;Thrash Metal;1992;Mr. Metal
Fucking Hostile (Biomechanical Mix);03:58;Pantera;Vulgar Display Of Power;Thrash Metal;1992;Mr. Metal
Hollow;05:48;Pantera;Vulgar Display Of Power;Thrash Metal;1992;Mr. Metal
Live In A Hole;05:00;Pantera;Vulgar Display Of Power;Thrash Metal;1992;Mr. Metal
Mouth For War;03:57;Pantera;Vulgar Display Of Power;Thrash Metal;1992;Mr. Metal
A New Level;03:57;Pantera;Vulgar Display Of Power;Thrash Metal;1992;Mr. Metal +
Blood Brothers;03:34;Papa Roach;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
Let Her Go;04:12;Passenger;All The Little Lights;Pop;2012;Mr. Metal +
Rappin' for Jesus;02:26;Pastor & Mrs. Jim Colerick;YouTube;Hip Hop;2015;Mr. Metal +
You Can Call Me Al;04:37;Paul Simon;The Essential Paul Simon;Pop;2007;Mr. Metal +
Not Your Man;03:16;The Peacocks;After All;Punkabilly;2010;Mr. Metal +
Cowards;03:16;Perkele;Confront;Oi!;2005;Mr. Metal +
Flame;21:55;Perkele;Confront;Oi!;2005;Mr. Metal
Heroes Of Today;04:02;Perkele;Confront;Oi!;2005;Mr. Metal
I Hate The World;02:08;Perkele;Confront;Oi!;2005;Mr. Metal
Moments;03:16;Perkele;Confront;Oi!;2005;Mr. Metal +
The One To Blame;03:06;Perkele;Confront;Oi!;2005;Mr. Metal
Roots;03:40;Perkele;Confront;Oi!;2005;Mr. Metal
Sad To See;02:42;Perkele;Confront;Oi!;2005;Mr. Metal
Subculture;03:41;Perkele;Confront;Oi!;2005;Mr. Metal
Way I Know;02:54;Perkele;Confront;Oi!;2005;Mr. Metal
Forever;03:22;Perkele;Forever;Oi!;2010;Mr. Metal +
Heart Full Of Pride;04:40;Perkele;No Shame;Oi!;2002;Mr. Metal +
The Book Of Love;03:36;Peter Gabriel;Scrubs 8;Soundtrack;2009;Mr. Metal +
Against All Odds;03:25;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal
Another Day In Paradise;05:23;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal +
Both Sides Of The Story;06:37;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal
Dance Into The Light;04:23;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal
Easy Lover;05:03;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal +
A Groovy Kind Of Love;03:29;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal
I Wish It Would Rain Down;05:29;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal
In The Air Tonight;05:31;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal +
One More Night;04:47;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal
Separate Lives;04:07;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal
Something Happened On The Way To Heaven;04:52;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal
Sussudio;04:22;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal
Take Me Home;05:52;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal
True Colors;04:35;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal
Two Hearts;03:25;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal
You Can't Hurry Love;02:52;Phil Collins;...Hits - Best Of;Pop;1998;Mr. Metal +
Time - 2011 Remastered Version;06:54;Pink Floyd;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
City By The Sea;02:18;Pipes And Pints;Until We Die;Folk Punk;2009;Mr. Metal +
Critcized;03:58;Pipes And Pints;Until We Die;Folk Punk;2009;Mr. Metal +
Kensington Club;03:28;Pipes And Pints;Until We Die;Folk Punk;2009;Mr. Metal +
Every Rose Has It's Thorn;04:20;Poison;Open Up And Say ... Ahh!;Hard Rock;1988;Mr. Metal +
Fallen Angel;03:58;Poison;Open Up And Say ... Ahh!;Hard Rock;1988;Mr. Metal +
Nothin' But A Good Time;03:45;Poison;Open Up And Say ... Ahh!;Hard Rock;1988;Mr. Metal +
Every Breath You Take;04:13;The Police;Greatest Hits;New Wave;1992;Mr. Metal +
Message In A Bottle;04:50;The Police;Greatest Hits;New Wave;1992;Mr. Metal
Message In A Bottle;04:51;The Police;Reggatta De Blanc;New Wave;1979;Mr. Metal +
Catholic In The Morning...Satanist At Night;03:58;Powerwolf;Bible Of The Beast;Power Metal;2009;Mr. Metal +
Panic In The Pentagram;05:15;Powerwolf;Bible Of The Beast;Power Metal;2009;Mr. Metal +
Prelude To Purgatory (Intro);01:14;Powerwolf;Bible Of The Beast;Power Metal;2009;Mr. Metal
Raise Your Fist, Evangelist;04:00;Powerwolf;Bible Of The Beast;Power Metal;2009;Mr. Metal +
Resurrection By Erection;03:51;Powerwolf;Bible Of The Beast;Power Metal;2009;Mr. Metal +
St. Satan's Day;04:31;Powerwolf;Bible Of The Beast;Power Metal;2009;Mr. Metal +
We Take The Church By Storm;03:55;Powerwolf;Bible Of The Beast;Power Metal;2009;Mr. Metal +
Werewolves Of Armenia;03:55;Powerwolf;Bible Of The Beast;Power Metal;2009;Mr. Metal +
Agnus Dei (Intro);00:49;Powerwolf;Blood Of The Saints;Power Metal;2011;Mr. Metal
All We Need Is Blood;03:36;Powerwolf;Blood Of The Saints;Power Metal;2011;Mr. Metal +
Dead Boys Don't Cry;03:25;Powerwolf;Blood Of The Saints;Power Metal;2011;Mr. Metal +
Die, Die, Crucified;03:01;Powerwolf;Blood Of The Saints;Power Metal;2011;Mr. Metal +
In Blood We Trust;04:50;Powerwolf;Blood Of The Saints;Power Metal;2011;Mr. Metal
Murder At Midnight;04:47;Powerwolf;Blood Of The Saints;Power Metal;2011;Mr. Metal +
Raise Your Fist, Evangelist;04:31;Powerwolf;Blood Of The Saints;Power Metal;2011;Mr. Metal
Sanctified With Dynamite;04:26;Powerwolf;Blood Of The Saints;Power Metal;2011;Mr. Metal +
We Drink Your Blood;03:43;Powerwolf;Blood Of The Saints;Power Metal;2011;Mr. Metal +
Behind The Leathermask;04:35;Powerwolf;Lupus Dei;Power Metal;2007;Mr. Metal
Tiger Of Sabrod;03:53;Powerwolf;Lupus Dei;Power Metal;2007;Mr. Metal +
Vampires Don't Die;03:09;Powerwolf;Lupus Dei;Power Metal;2007;Mr. Metal +
Amen & Attack;03:55;Powerwolf;Preachers Of The Night;Power Metal;2013;Mr. Metal +
Cardinal Sin;03:47;Powerwolf;Preachers Of The Night;Power Metal;2013;Mr. Metal +
Coleus Santus;03:45;Powerwolf;Preachers Of The Night;Power Metal;2013;Mr. Metal +
Sacred & Wild;03:41;Powerwolf;Preachers Of The Night;Power Metal;2013;Mr. Metal +
Kiss Of The Cobra King;04:32;Powerwolf;Return In Bloodred;Power Metal;2005;Mr. Metal +
Snap Your Fingers, Snap Your Neck;04:13;Prong;Bruetal Legend;Soundtrack;2010;Mr. Metal
Immortal Song;03:06;Punch'n'Judy;Cross!ng Over;Folk Rock;2014;Mr. Metal
Judys Dance;02:50;Punch'n'Judy;Cross!ng Over;Folk Rock;2014;Mr. Metal
Last March;04:29;Punch'n'Judy;Cross!ng Over;Folk Rock;2014;Mr. Metal
Lost Souls;02:59;Punch'n'Judy;Cross!ng Over;Folk Rock;2014;Mr. Metal
Nestabor;04:00;Punch'n'Judy;Cross!ng Over;Folk Rock;2014;Mr. Metal
Nur der narr;03:26;Punch'n'Judy;Cross!ng Over;Folk Rock;2014;Mr. Metal
Puppet On a String;03:02;Punch'n'Judy;Cross!ng Over;Folk Rock;2014;Mr. Metal
Sancho Says;02:48;Punch'n'Judy;Cross!ng Over;Folk Rock;2014;Mr. Metal
Storm;03:53;Punch'n'Judy;Cross!ng Over;Folk Rock;2014;Mr. Metal
Stoertebeker;04:09;Punch'n'Judy;Cross!ng Over;Folk Rock;2014;Mr. Metal
The Uprising of the Black Keys;02:58;Punch'n'Judy;Cross!ng Over;Folk Rock;2014;Mr. Metal
Steam Paves It's Way (The Machine);03:37;Pyogenesis;Steam Paves It's Way (The Machine);Death Metal;2015;Mr. Metal +
Bohemian Rhapsody - 2011 Remaster;05:55;Queen;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
No One Knows;04:40;Queens of the Stone Age;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
The Wild And The Young;03:37;Quiet Riot;Bruetal Legend;Soundtrack;2010;Mr. Metal +
Cum on Feel the Noize;04:48;Quiet Riot;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal +
Technical Difficulties;04:21;Racer X;Bruetal Legend;Soundtrack;2010;Mr. Metal
Killing In The Name - Remastered;05:14;Rage Against The Machine;Masterpieces of Rock 'n' Roll History;VA;2015;Mr. Metal
And Then They Run;03:38;Raised Fist;Sound Of The Republic;Post Hardcore;2006;Mr. Metal +
Some Of These Times;03:37;Raised Fist;Sound Of The Republic;Post Hardcore;2006;Mr. Metal +
Afraid;02:08;Raised Fist;Veil Of Ignorance;Post Hardcore;2009;Mr. Metal
City of Cold;03:12;Raised Fist;Veil Of Ignorance;Post Hardcore;2009;Mr. Metal
Disbelief;02:39;Raised Fist;Veil Of Ignorance;Post Hardcore;2009;Mr. Metal
Friends And Traitors;03:12;Raised Fist;Veil Of Ignorance;Post Hardcore;2009;Mr. Metal
They Can't Keep Us Down;02:06;Raised Fist;Veil Of Ignorance;Post Hardcore;2009;Mr. Metal +
Wounds;02:57;Raised Fist;Veil Of Ignorance;Post Hardcore;2009;Mr. Metal
Main Title;01:47;Ramin Djawadi;Game of Thrones - Staffel 1;Soundtrack;2011;Mr. Metal +
Wilder Wein;05:41;Rammstein;Brachiale Gewalt;Neue Deutsche Haerte;1998;Mr. Metal
Wilder Wein;05:42;Rammstein;Engel - Fan Edition;Neue Deutsche Haerte;1996;Mr. Metal
Asche Zu Asche;03:52;Rammstein;Herzeleid;Neue Deutsche Haerte;1995;Mr. Metal +
Das Alte Leid;05:45;Rammstein;Herzeleid;Neue Deutsche Haerte;1995;Mr. Metal
Der Meister;04:11;Rammstein;Herzeleid;Neue Deutsche Haerte;1995;Mr. Metal +
Du Riechst So Gut;04:49;Rammstein;Herzeleid;Neue Deutsche Haerte;1995;Mr. Metal
Heirate Mich;04:45;Rammstein;Herzeleid;Neue Deutsche Haerte;1995;Mr. Metal
Herzeleid;03:43;Rammstein;Herzeleid;Neue Deutsche Haerte;1995;Mr. Metal
Laichzeit;04:23;Rammstein;Herzeleid;Neue Deutsche Haerte;1995;Mr. Metal
Rammstein;04:25;Rammstein;Herzeleid;Neue Deutsche Haerte;1995;Mr. Metal +
Seemann;04:48;Rammstein;Herzeleid;Neue Deutsche Haerte;1995;Mr. Metal
Weisses Fleisch;03:36;Rammstein;Herzeleid;Neue Deutsche Haerte;1995;Mr. Metal +
Wollt Ihr Das Bett In Flammen Sehen?;05:17;Rammstein;Herzeleid;Neue Deutsche Haerte;1995;Mr. Metal +
B********;04:14;Rammstein;Liebe Ist Fuer Alle Da;Neue Deutsche Haerte;2009;Mr. Metal
Fruehling In Paris;04:45;Rammstein;Liebe Ist Fuer Alle Da;Neue Deutsche Haerte;2009;Mr. Metal
Haifisch;03:45;Rammstein;Liebe Ist Fuer Alle Da;Neue Deutsche Haerte;2009;Mr. Metal
Liebe Ist Fuer Alle Da;03:28;Rammstein;Liebe Ist Fuer Alle Da;Neue Deutsche Haerte;2009;Mr. Metal
Mehr;04:11;Rammstein;Liebe Ist Fuer Alle Da;Neue Deutsche Haerte;2009;Mr. Metal
Pussy;03:59;Rammstein;Liebe Ist Fuer Alle Da;Neue Deutsche Haerte;2009;Mr. Metal
Adios;03:50;Rammstein;Mutter;Neue Deutsche Haerte;2001;Mr. Metal
Feuer Frei!;03:11;Rammstein;Mutter;Neue Deutsche Haerte;2001;Mr. Metal +
Ich Will;03:38;Rammstein;Mutter;Neue Deutsche Haerte;2001;Mr. Metal +
Ich Will (Live);03:58;Rammstein;Mutter;Neue Deutsche Haerte;2001;Mr. Metal
Links 2-3-4;03:37;Rammstein;Mutter;Neue Deutsche Haerte;2001;Mr. Metal
Links 2-3-4 (Live);04:55;Rammstein;Mutter;Neue Deutsche Haerte;2001;Mr. Metal
Mein Herz Brennt;04:40;Rammstein;Mutter;Neue Deutsche Haerte;2001;Mr. Metal +
Mutter;04:33;Rammstein;Mutter;Neue Deutsche Haerte;2001;Mr. Metal
Nebel;04:55;Rammstein;Mutter;Neue Deutsche Haerte;2001;Mr. Metal +
Rein, Raus;03:10;Rammstein;Mutter;Neue Deutsche Haerte;2001;Mr. Metal
Sonne;04:33;Rammstein;Mutter;Neue Deutsche Haerte;2001;Mr. Metal +
Sonne (Live);04:43;Rammstein;Mutter;Neue Deutsche Haerte;2001;Mr. Metal
Spieluhr;04:46;Rammstein;Mutter;Neue Deutsche Haerte;2001;Mr. Metal
Spieluhr (Live);05:28;Rammstein;Mutter;Neue Deutsche Haerte;2001;Mr. Metal
Zwitter;04:18;Rammstein;Mutter;Neue Deutsche Haerte;2001;Mr. Metal
Ohne Dich;04:34;Rammstein;Reise Reise;Neue Deutsche Haerte;2004;Mr. Metal +
Benzin;03:46;Rammstein;Rosenrot;Neue Deutsche Haerte;2005;Mr. Metal +
